"","V4","V5","V6","V7"
"10585","FBgn0034002","Y55D9A.2","WBGene00013224",1
"10586","FBgn0038166","C44B7.1","WBGene00016623",1
"10587","FBgn0043364","Y40B1A.4","WBGene00012735",3
"10589","FBgn0020378","Y40B1A.4","WBGene00012735",3
"10590","FBgn0032922","Y57G11C.11","WBGene00000763",1
"10591","FBgn0031054","T13C2.4","WBGene00020480",1
"10592","FBgn0014949","M142.4","WBGene00006873",2
"10593","FBgn0000606","M142.4","WBGene00006873",2
"10594","FBgn0001319","Y16B4A.1","WBGene00006743",1
"10595","FBgn0086895","EEED8.5","WBGene00003393",1
"10596","FBgn0033717","Y53F4B.18","WBGene00013164",1
"10597","FBgn0037293","M57.2","WBGene00019778",1
"10598","FBgn0086475","F52E4.7","WBGene00018703",1
"10599","FBgn0010412","T05F1.3","WBGene00004488",2
"10600","FBgn0039129","T05F1.3","WBGene00004488",2
"10601","FBgn0039223","Y43C5B.3","WBGene00012786",1
"10602","FBgn0039223","F13G3.7","WBGene00008767",1
"10603","FBgn0030086","T21B10.7","WBGene00000378",1
"10604","FBgn0043783","C01B4.6","WBGene00015270",5
"10605","FBgn0043783","Y19D10A.16","WBGene00044734",5
"10606","FBgn0032372","C01B4.6","WBGene00015270",5
"10607","FBgn0032372","Y19D10A.16","WBGene00044734",5
"10608","FBgn0030525","C01B4.6","WBGene00015270",5
"10609","FBgn0030525","Y19D10A.16","WBGene00044734",5
"10610","FBgn0052445","C01B4.6","WBGene00015270",5
"10611","FBgn0052445","Y19D10A.16","WBGene00044734",5
"10612","FBgn0035679","C01B4.6","WBGene00015270",5
"10613","FBgn0035679","Y19D10A.16","WBGene00044734",5
"10614","FBgn0260456","R05H10.2","WBGene00011043",1
"10615","FBgn0003169","C05D2.1","WBGene00000900",2
"10616","FBgn0003169","C32D5.2","WBGene00004860",2
"10617","FBgn0003169","F29C4.1","WBGene00000897",2
"10618","FBgn0024179","C05D2.1","WBGene00000900",2
"10619","FBgn0024179","C32D5.2","WBGene00004860",2
"10620","FBgn0024179","F29C4.1","WBGene00000897",2
"10621","FBgn0050456","C14A11.3","WBGene00006496",2
"10622","FBgn0034194","C14A11.3","WBGene00006496",2
"10623","FBgn0031428","C13B9.2","WBGene00015733",1
"10624","FBgn0031968","W01F3.1","WBGene00012184",1
"10625","FBgn0005536","C06C3.1","WBGene00003196",1
"10626","FBgn0030269","Y43F4B.10","WBGene00012807",1
"10627","FBgn0261555","C33G3.1","WBGene00001116",1
"10628","FBgn0030737","Y71F9B.9","WBGene00022130",2
"10629","FBgn0033949","Y71F9B.9","WBGene00022130",2
"10630","FBgn0035437","F10E7.8","WBGene00017349",1
"10631","FBgn0027548","F29C4.7","WBGene00017929",1
"10632","FBgn0038880","C50F7.1","WBGene00016842",1
"10633","FBgn0030518","ZC373.5","WBGene00013870",1
"10634","FBgn0004603","F49B2.5","WBGene00005078",1
"10635","FBgn0039557","C47E8.4","WBGene00008143",1
"10636","FBgn0024806","F28B3.1","WBGene00017882",1
"10637","FBgn0036450","Y50D4C.3","WBGene00021748",1
"10638","FBgn0039368","F09B12.2","WBGene00008606",6
"10639","FBgn0039369","F09B12.2","WBGene00008606",6
"10640","FBgn0036670","F09B12.2","WBGene00008606",6
"10641","FBgn0039367","F09B12.2","WBGene00008606",6
"10642","FBgn0039366","F09B12.2","WBGene00008606",6
"10643","FBgn0039370","F09B12.2","WBGene00008606",6
"10644","FBgn0033815","K02G10.1","WBGene00019344",3
"10645","FBgn0042133","K02G10.1","WBGene00019344",3
"10646","FBgn0034729","K02G10.1","WBGene00019344",3
"10647","FBgn0036136","F19B6.2","WBGene00006733",1
"10648","FBgn0040212","Y46G5A.21","WBGene00012911",1
"10649","FBgn0037369","F55B12.4","WBGene00010089",1
"10650","FBgn0032688","F36A2.1","WBGene00009451",1
"10651","FBgn0051221","F58H1.7","WBGene00010290",1
"10652","FBgn0033196","C09D4.1","WBGene00015632",1
"10653","FBgn0086904","Y65B4BR.5","WBGene00022042",2
"10654","FBgn0031296","Y65B4BR.5","WBGene00022042",2
"10655","FBgn0035243","F42A6.6","WBGene00018328",1
"10656","FBgn0004595","K12H4.1","WBGene00000448",1
"10657","FBgn0004619","B0280.12","WBGene00001613",2
"10658","FBgn0004619","C06E1.4","WBGene00001612",2
"10659","FBgn0028431","B0280.12","WBGene00001613",2
"10660","FBgn0028431","C06E1.4","WBGene00001612",2
"10661","FBgn0010551","T24H7.1","WBGene00004015",1
"10662","FBgn0031611","C34B7.2","WBGene00007912",1
"10663","FBgn0031282","F08B12.2","WBGene00004197",1
"10664","FBgn0037893","T06G6.9","WBGene00006889",2
"10665","FBgn0034651","T06G6.9","WBGene00006889",2
"10666","FBgn0050291","Y113G7B.16","WBGene00013765",1
"10667","FBgn0036291","C13F10.2","WBGene00015742",1
"10668","FBgn0039732","Y69A2AR.21","WBGene00022092",1
"10669","FBgn0033055","K07H8.1","WBGene00019503",1
"10670","FBgn0033495","C52B9.3","WBGene00016866",1
"10671","FBgn0037773","D1009.5","WBGene00017014",2
"10672","FBgn0036499","D1009.5","WBGene00017014",2
"10673","FBgn0039687","Y38A10A.7","WBGene00021392",1
"10674","FBgn0260439","F48E8.5","WBGene00003901",1
"10675","FBgn0011604","F37A4.8","WBGene00002169",1
"10676","FBgn0011297","K09E4.2","WBGene00010720",1
"10677","FBgn0085437","D2085.5","WBGene00008430",1
"10678","FBgn0085437","C34C6.2","WBGene00007915",1
"10679","FBgn0032168","F32A7.4","WBGene00009305",1
"10680","FBgn0261611","H10D18.5","WBGene00019180",1
"10681","FBgn0034590","K01A6.2","WBGene00010444",1
"10682","FBgn0038057","C48E7.2","WBGene00016750",1
"10683","FBgn0027945","D1025.2","WBGene00008354",1
"10684","FBgn0027945","F52A8.5","WBGene00009918",1
"10685","FBgn0020235","Y69A2AR.18","WBGene00022089",1
"10686","FBgn0030351","Y41E3.8","WBGene00012766",2
"10687","FBgn0030350","Y41E3.8","WBGene00012766",2
"10688","FBgn0035449","Y47G6A.7","WBGene00021637",1
"10689","FBgn0037368","Y17G7B.18","WBGene00012469",2
"10691","FBgn0000439","C07H6.7","WBGene00003024",1
"10692","FBgn0034084","F37C12.1","WBGene00018149",1
"10693","FBgn0034402","ZK1307.9","WBGene00014250",1
"10694","FBgn0030528","Y38A8.1","WBGene00003580",1
"10695","FBgn0039125","B0240.4","WBGene00007118",2
"10696","FBgn0052246","B0240.4","WBGene00007118",2
"10697","FBgn0037815","C14A4.5","WBGene00000798",1
"10698","FBgn0086785","F17C11.8","WBGene00008919",1
"10699","FBgn0035244","Y74C10AR.3","WBGene00022281",1
"10700","FBgn0038376","W09D6.6","WBGene00001815",1
"10701","FBgn0051694","F58B3.6","WBGene00010232",1
"10702","FBgn0037008","C50F4.12","WBGene00008236",1
"10703","FBgn0032924","ZK1098.8","WBGene00003504",1
"10704","FBgn0032924","ZK1098.3","WBGene00014220",1
"10705","FBgn0032924","Y57A10A.13","WBGene00013256",1
"10706","FBgn0036518","2RSSE.1","WBGene00007064",1
"10707","FBgn0261570","ZK899.8","WBGene00001516",1
"10708","FBgn0001139","W02D3.9","WBGene00006773",1
"10709","FBgn0036569","C25A1.7","WBGene00002153",1
"10710","FBgn0028737","F54H12.6","WBGene00018846",2
"10711","FBgn0032198","F54H12.6","WBGene00018846",2
"10712","FBgn0037116","T22C1.7","WBGene00002179",2
"10713","FBgn0032129","T22C1.7","WBGene00002179",2
"10714","FBgn0015925","C34E10.5","WBGene00016408",1
"10715","FBgn0037610","F39H2.3","WBGene00009563",1
"10716","FBgn0053096","K04G2.2","WBGene00010561",1
"10717","FBgn0004516","Y37D8A.23","WBGene00006762",1
"10718","FBgn0005619","C09G9.4","WBGene00006409",1
"10719","FBgn0050446","ZK829.2","WBGene00001839",2
"10720","FBgn0050446","K01C8.3","WBGene00006562",2
"10721","FBgn0259977","ZK829.2","WBGene00001839",2
"10722","FBgn0259977","K01C8.3","WBGene00006562",2
"10723","FBgn0000075","C05D2.3","WBGene00015467",2
"10724","FBgn0000075","C05D2.4","WBGene00000239",2
"10725","FBgn0000422","C05D2.3","WBGene00015467",2
"10726","FBgn0000422","C05D2.4","WBGene00000239",2
"10727","FBgn0032925","C07E3.2","WBGene00007413",1
"10728","FBgn0032235","K03A1.2","WBGene00019351",1
"10729","FBgn0050410","B0280.3","WBGene00015101",1
"10730","FBgn0030276","C39E9.14","WBGene00001007",1
"10731","FBgn0030321","F18E2.2","WBGene00006512",1
"10732","FBgn0033315","Y110A2AL.14","WBGene00005020",1
"10733","FBgn0035639","C47B2.2","WBGene00008131",1
"10734","FBgn0032035","F57B10.10","WBGene00000896",1
"10735","FBgn0010411","Y57G11C.16","WBGene00004487",1
"10736","FBgn0261238","F54F2.2","WBGene00006975",1
"10737","FBgn0031606","Y59A8A.2","WBGene00013339",1
"10738","FBgn0035981","K04F10.7","WBGene00019399",1
"10741","FBgn0034937","ZK1307.6","WBGene00001510",2
"10742","FBgn0034937","ZK177.6","WBGene00001511",2
"10743","FBgn0017545","F56F3.5","WBGene00004470",1
"10744","FBgn0029870","ZK1248.14","WBGene00001509",2
"10745","FBgn0011596","ZK1248.14","WBGene00001509",2
"10746","FBgn0004910","F40F9.8","WBGene00009585",1
"10747","FBgn0034774","C24H10.5","WBGene00006861",1
"10748","FBgn0034774","F12A10.5","WBGene00017394",1
"10749","FBgn0010423","ZK673.7","WBGene00006583",5
"10750","FBgn0010424","ZK673.7","WBGene00006583",5
"10751","FBgn0013348","ZK673.7","WBGene00006583",5
"10752","FBgn0033027","ZK673.7","WBGene00006583",5
"10753","FBgn0031692","ZK673.7","WBGene00006583",5
"10754","FBgn0015777","C43F9.6","WBGene00008074",3
"10755","FBgn0015777","F55F3.3","WBGene00010117",3
"10756","FBgn0015777","C17E4.9","WBGene00007646",3
"10757","FBgn0032946","C43F9.6","WBGene00008074",3
"10758","FBgn0032946","F55F3.3","WBGene00010117",3
"10759","FBgn0032946","C17E4.9","WBGene00007646",3
"10760","FBgn0015776","C43F9.6","WBGene00008074",3
"10761","FBgn0015776","F55F3.3","WBGene00010117",3
"10762","FBgn0015776","C17E4.9","WBGene00007646",3
"10763","FBgn0087013","C53D5.6","WBGene00002077",1
"10764","FBgn0035416","B0412.3","WBGene00015173",1
"10765","FBgn0039127","H43I07.1","WBGene00019274",2
"10766","FBgn0039126","H43I07.1","WBGene00019274",2
"10767","FBgn0030573","Y48G8AL.15","WBGene00021692",1
"10768","FBgn0039809","R05G6.5","WBGene00019899",1
"10769","FBgn0025803","R53.7","WBGene00011276",1
"10770","FBgn0025803","T01B6.3","WBGene00020135",1
"10771","FBgn0025803","T20F7.6","WBGene00020633",1
"10772","FBgn0025803","Y41G9A.3","WBGene00021527",1
"10773","FBgn0025803","Y111B2A.8","WBGene00013732",1
"10774","FBgn0043455","F53F4.14","WBGene00009996",1
"10775","FBgn0014366","T13H5.4","WBGene00011758",1
"10776","FBgn0040342","C05D2.8","WBGene00015469",1
"10777","FBgn0261241","C05D11.2","WBGene00006516",1
"10778","FBgn0038772","K01G5.1","WBGene00010476",1
"10779","FBgn0000711","F29F11.6","WBGene00001747",1
"10780","FBgn0031397","ZK792.1","WBGene00014076",1
"10781","FBgn0031397","ZK809.9","WBGene00194934",1
"10782","FBgn0027620","H20J04.2","WBGene00019217",1
"10783","FBgn0038745","K07A3.3","WBGene00019461",1
"10784","FBgn0038745","D2030.2","WBGene00008412",1
"10785","FBgn0034046","R06C7.6","WBGene00011065",1
"10786","FBgn0032677","C34G6.5","WBGene00016421",2
"10787","FBgn0028360","C34G6.5","WBGene00016421",2
"10788","FBgn0036918","F21C3.5","WBGene00009004",1
"10789","FBgn0052076","T24D1.4","WBGene00007043",1
"10790","FBgn0029761","F08A10.1","WBGene00008570",1
"10791","FBgn0029761","C03F11.1","WBGene00015387",1
"10792","FBgn0029761","C53A5.5","WBGene00008265",1
"10793","FBgn0029761","B0399.1","WBGene00007176",1
"10794","FBgn0034452","ZK520.3","WBGene00001118",1
"10795","FBgn0260749","D2021.1","WBGene00017046",1
"10796","FBgn0260749","F18E9.5","WBGene00017571",1
"10797","FBgn0260749","C29F7.6","WBGene00007813",1
"10798","FBgn0260749","F23D12.5","WBGene00009089",1
"10800","FBgn0034478","T24H10.6","WBGene00012004",7
"10801","FBgn0035009","T24H10.6","WBGene00012004",7
"10802","FBgn0024196","T24H10.6","WBGene00012004",7
"10803","FBgn0028570","T24H10.6","WBGene00012004",7
"10804","FBgn0032972","T24H10.6","WBGene00012004",7
"10805","FBgn0028569","T24H10.6","WBGene00012004",7
"10806","FBgn0028690","F10G7.8","WBGene00004461",1
"10807","FBgn0027054","Y55F3AM.15","WBGene00000816",1
"10808","FBgn0000053","F38B6.4","WBGene00018174",1
"10809","FBgn0030109","C15H9.5","WBGene00015801",1
"10810","FBgn0037708","C23G10.7","WBGene00016014",1
"10811","FBgn0039930","T18D3.9","WBGene00011826",1
"10812","FBgn0004957","T07H6.2","WBGene00003394",1
"10813","FBgn0037913","T22G5.2","WBGene00002259",1
"10814","FBgn0037913","T22G5.6","WBGene00002260",1
"10815","FBgn0037913","W02D3.7","WBGene00002257",1
"10816","FBgn0037913","W02D3.5","WBGene00002258",1
"10817","FBgn0037913","Y40B10A.1","WBGene00021486",1
"10818","FBgn0039360","F23H11.9","WBGene00017763",1
"10819","FBgn0033544","Y54E5B.4","WBGene00006711",1
"10820","FBgn0004436","C35B1.1","WBGene00006701",1
"10821","FBgn0032258","Y51H7C.6","WBGene00021784",1
"10822","FBgn0035632","Y65B4A.8","WBGene00022031",1
"10824","FBgn0050382","C15H11.7","WBGene00003922",2
"10825","FBgn0000715","F23B2.5","WBGene00001444",1
"10826","FBgn0032477","Y60A3A.14","WBGene00013362",1
"10827","FBgn0032477","T08D2.2","WBGene00011607",1
"10828","FBgn0032477","Y60A3A.8","WBGene00013359",1
"10829","FBgn0032477","D1025.3","WBGene00008355",1
"10830","FBgn0037972","Y53C12B.6","WBGene00013145",1
"10831","FBgn0037972","B0511.5","WBGene00015231",1
"10832","FBgn0037972","T21B10.6","WBGene00011888",1
"10833","FBgn0037972","F22B5.3","WBGene00009041",1
"10834","FBgn0037972","C47G2.1","WBGene00000851",1
"10835","FBgn0037972","E04D5.3","WBGene00008482",1
"10836","FBgn0037972","F53F1.1","WBGene00009979",1
"10837","FBgn0037972","R07E3.3","WBGene00011104",1
"10838","FBgn0037972","F20D1.8","WBGene00008978",1
"10839","FBgn0037972","W06D12.1","WBGene00012304",1
"10840","FBgn0037972","F53B6.6","WBGene00009961",1
"10841","FBgn0037972","ZK265.8","WBGene00013960",1
"10842","FBgn0037972","W01A8.3","WBGene00012165",1
"10843","FBgn0037972","Y53H1B.1","WBGene00013180",1
"10844","FBgn0037972","M01E10.2","WBGene00001063",1
"10845","FBgn0037972","T22C8.7","WBGene00011928",1
"10846","FBgn0037972","W04C9.3","WBGene00021025",1
"10847","FBgn0037972","T04F8.4","WBGene00011443",1
"10848","FBgn0037972","K06A1.3","WBGene00019426",1
"10849","FBgn0037972","Y55D5A.6","WBGene00021919",1
"10850","FBgn0037972","T24C2.1","WBGene00004301",1
"10851","FBgn0037972","M142.2","WBGene00000853",1
"10852","FBgn0037972","M28.1","WBGene00010893",1
"10853","FBgn0037972","F10E7.10","WBGene00017351",1
"10854","FBgn0037972","ZC155.5","WBGene00022533",1
"10855","FBgn0037972","T21H3.4","WBGene00020663",1
"10856","FBgn0032744","Y54G11A.8","WBGene00013217",1
"10857","FBgn0039690","B0024.12","WBGene00001646",1
"10858","FBgn0039690","T23G11.2","WBGene00001647",1
"10859","FBgn0017572","T27C10.3","WBGene00020858",1
"10860","FBgn0017572","Y53C12A.4","WBGene00013140",1
"10861","FBgn0017572","R02E12.2","WBGene00019827",1
"10862","FBgn0036828","Y59A8B.6","WBGene00013343",1
"10863","FBgn0026597","C37A5.9","WBGene00004202",1
"10864","FBgn0039014","T22C8.8","WBGene00006875",1
"10865","FBgn0041604","F59D12.4","WBGene00001687",2
"10866","FBgn0011577","F59D12.4","WBGene00001687",2
"10867","FBgn0004167","R31.1","WBGene00004855",1
"10868","FBgn0250789","K10B3.10","WBGene00004951",1
"10869","FBgn0000667","W04D2.1","WBGene00000228",1
"10870","FBgn0022942","F37E3.1","WBGene00018156",1
"10872","FBgn0040299","F56A6.2","WBGene00002040",1
"10873","FBgn0028341","T04F3.3","WBGene00011438",1
"10874","FBgn0261985","C48D5.2","WBGene00004213",1
"10875","FBgn0032482","C39D10.3","WBGene00016531",1
"10876","FBgn0032482","Y37E3.11","WBGene00021352",1
"10877","FBgn0002973","T03D8.1","WBGene00003830",1
"10878","FBgn0029092","F56D2.7","WBGene00000420",1
"10879","FBgn0035103","F58G1.6","WBGene00010268",1
"10880","FBgn0035103","T07F12.3","WBGene00020323",1
"10881","FBgn0042104","T12D8.4","WBGene00011732",13
"10882","FBgn0042104","C04C11.2","WBGene00007296",13
"10883","FBgn0042104","ZK643.1","WBGene00014033",13
"10884","FBgn0042104","R06B9.4","WBGene00011055",13
"10885","FBgn0042104","ZK938.4","WBGene00014161",13
"10886","FBgn0042104","F35F10.12","WBGene00018061",13
"10887","FBgn0042104","C04E12.12","WBGene00015441",13
"10888","FBgn0042104","R06B9.3","WBGene00011054",13
"10889","FBgn0042104","C04E12.11","WBGene00015440",13
"10890","FBgn0042104","F35F10.11","WBGene00018060",13
"10891","FBgn0042104","T20D4.6","WBGene00020612",13
"10892","FBgn0042104","R06B9.1","WBGene00011052",13
"10893","FBgn0042104","R06B9.2","WBGene00011053",13
"10894","FBgn0042104","Y49E10.24","WBGene00013043",13
"10895","FBgn0042104","M176.1","WBGene00006429",13
"10896","FBgn0042104","Y17G7B.11","WBGene00012464",13
"10897","FBgn0042104","Y17G7B.14","WBGene00012467",13
"10898","FBgn0042104","F48F7.8","WBGene00009853",13
"10899","FBgn0042104","F48F7.7","WBGene00009852",13
"10900","FBgn0042102","T12D8.4","WBGene00011732",13
"10901","FBgn0042102","C04C11.2","WBGene00007296",13
"10902","FBgn0042102","ZK643.1","WBGene00014033",13
"10903","FBgn0042102","R06B9.4","WBGene00011055",13
"10904","FBgn0042102","ZK938.4","WBGene00014161",13
"10905","FBgn0042102","F35F10.12","WBGene00018061",13
"10906","FBgn0042102","C04E12.12","WBGene00015441",13
"10907","FBgn0042102","R06B9.3","WBGene00011054",13
"10908","FBgn0042102","C04E12.11","WBGene00015440",13
"10909","FBgn0042102","F35F10.11","WBGene00018060",13
"10910","FBgn0042102","T20D4.6","WBGene00020612",13
"10911","FBgn0042102","R06B9.1","WBGene00011052",13
"10912","FBgn0042102","R06B9.2","WBGene00011053",13
"10913","FBgn0042102","Y49E10.24","WBGene00013043",13
"10914","FBgn0042102","M176.1","WBGene00006429",13
"10915","FBgn0042102","Y17G7B.11","WBGene00012464",13
"10916","FBgn0042102","Y17G7B.14","WBGene00012467",13
"10917","FBgn0042102","F48F7.8","WBGene00009853",13
"10918","FBgn0042102","F48F7.7","WBGene00009852",13
"10919","FBgn0042103","T12D8.4","WBGene00011732",13
"10920","FBgn0042103","C04C11.2","WBGene00007296",13
"10921","FBgn0042103","ZK643.1","WBGene00014033",13
"10922","FBgn0042103","R06B9.4","WBGene00011055",13
"10923","FBgn0042103","ZK938.4","WBGene00014161",13
"10924","FBgn0042103","F35F10.12","WBGene00018061",13
"10925","FBgn0042103","C04E12.12","WBGene00015441",13
"10926","FBgn0042103","R06B9.3","WBGene00011054",13
"10927","FBgn0042103","C04E12.11","WBGene00015440",13
"10928","FBgn0042103","F35F10.11","WBGene00018060",13
"10929","FBgn0042103","T20D4.6","WBGene00020612",13
"10930","FBgn0042103","R06B9.1","WBGene00011052",13
"10931","FBgn0042103","R06B9.2","WBGene00011053",13
"10932","FBgn0042103","Y49E10.24","WBGene00013043",13
"10933","FBgn0042103","M176.1","WBGene00006429",13
"10934","FBgn0042103","Y17G7B.11","WBGene00012464",13
"10935","FBgn0042103","Y17G7B.14","WBGene00012467",13
"10936","FBgn0042103","F48F7.8","WBGene00009853",13
"10937","FBgn0042103","F48F7.7","WBGene00009852",13
"10938","FBgn0042105","T12D8.4","WBGene00011732",13
"10939","FBgn0042105","C04C11.2","WBGene00007296",13
"10940","FBgn0042105","ZK643.1","WBGene00014033",13
"10941","FBgn0042105","R06B9.4","WBGene00011055",13
"10942","FBgn0042105","ZK938.4","WBGene00014161",13
"10943","FBgn0042105","F35F10.12","WBGene00018061",13
"10944","FBgn0042105","C04E12.12","WBGene00015441",13
"10945","FBgn0042105","R06B9.3","WBGene00011054",13
"10946","FBgn0042105","C04E12.11","WBGene00015440",13
"10947","FBgn0042105","F35F10.11","WBGene00018060",13
"10948","FBgn0042105","T20D4.6","WBGene00020612",13
"10949","FBgn0042105","R06B9.1","WBGene00011052",13
"10950","FBgn0042105","R06B9.2","WBGene00011053",13
"10951","FBgn0042105","Y49E10.24","WBGene00013043",13
"10952","FBgn0042105","M176.1","WBGene00006429",13
"10953","FBgn0042105","Y17G7B.11","WBGene00012464",13
"10954","FBgn0042105","Y17G7B.14","WBGene00012467",13
"10955","FBgn0042105","F48F7.8","WBGene00009853",13
"10956","FBgn0042105","F48F7.7","WBGene00009852",13
"10957","FBgn0037517","T12D8.4","WBGene00011732",13
"10958","FBgn0037517","C04C11.2","WBGene00007296",13
"10959","FBgn0037517","ZK643.1","WBGene00014033",13
"10960","FBgn0037517","R06B9.4","WBGene00011055",13
"10961","FBgn0037517","ZK938.4","WBGene00014161",13
"10962","FBgn0037517","F35F10.12","WBGene00018061",13
"10963","FBgn0037517","C04E12.12","WBGene00015441",13
"10964","FBgn0037517","R06B9.3","WBGene00011054",13
"10965","FBgn0037517","C04E12.11","WBGene00015440",13
"10966","FBgn0037517","F35F10.11","WBGene00018060",13
"10967","FBgn0037517","T20D4.6","WBGene00020612",13
"10968","FBgn0037517","R06B9.1","WBGene00011052",13
"10969","FBgn0037517","R06B9.2","WBGene00011053",13
"10970","FBgn0037517","Y49E10.24","WBGene00013043",13
"10971","FBgn0037517","M176.1","WBGene00006429",13
"10972","FBgn0037517","Y17G7B.11","WBGene00012464",13
"10973","FBgn0037517","Y17G7B.14","WBGene00012467",13
"10974","FBgn0037517","F48F7.8","WBGene00009853",13
"10975","FBgn0037517","F48F7.7","WBGene00009852",13
"10976","FBgn0042101","T12D8.4","WBGene00011732",13
"10977","FBgn0042101","C04C11.2","WBGene00007296",13
"10978","FBgn0042101","ZK643.1","WBGene00014033",13
"10979","FBgn0042101","R06B9.4","WBGene00011055",13
"10980","FBgn0042101","ZK938.4","WBGene00014161",13
"10981","FBgn0042101","F35F10.12","WBGene00018061",13
"10982","FBgn0042101","C04E12.12","WBGene00015441",13
"10983","FBgn0042101","R06B9.3","WBGene00011054",13
"10984","FBgn0042101","C04E12.11","WBGene00015440",13
"10985","FBgn0042101","F35F10.11","WBGene00018060",13
"10986","FBgn0042101","T20D4.6","WBGene00020612",13
"10987","FBgn0042101","R06B9.1","WBGene00011052",13
"10988","FBgn0042101","R06B9.2","WBGene00011053",13
"10989","FBgn0042101","Y49E10.24","WBGene00013043",13
"10990","FBgn0042101","M176.1","WBGene00006429",13
"10991","FBgn0042101","Y17G7B.11","WBGene00012464",13
"10992","FBgn0042101","Y17G7B.14","WBGene00012467",13
"10993","FBgn0042101","F48F7.8","WBGene00009853",13
"10994","FBgn0042101","F48F7.7","WBGene00009852",13
"10995","FBgn0037856","T12D8.4","WBGene00011732",13
"10996","FBgn0037856","C04C11.2","WBGene00007296",13
"10997","FBgn0037856","ZK643.1","WBGene00014033",13
"10998","FBgn0037856","R06B9.4","WBGene00011055",13
"10999","FBgn0037856","ZK938.4","WBGene00014161",13
"11000","FBgn0037856","F35F10.12","WBGene00018061",13
"11001","FBgn0037856","C04E12.12","WBGene00015441",13
"11002","FBgn0037856","R06B9.3","WBGene00011054",13
"11003","FBgn0037856","C04E12.11","WBGene00015440",13
"11004","FBgn0037856","F35F10.11","WBGene00018060",13
"11005","FBgn0037856","T20D4.6","WBGene00020612",13
"11006","FBgn0037856","R06B9.1","WBGene00011052",13
"11007","FBgn0037856","R06B9.2","WBGene00011053",13
"11008","FBgn0037856","Y49E10.24","WBGene00013043",13
"11009","FBgn0037856","M176.1","WBGene00006429",13
"11010","FBgn0037856","Y17G7B.11","WBGene00012464",13
"11011","FBgn0037856","Y17G7B.14","WBGene00012467",13
"11012","FBgn0037856","F48F7.8","WBGene00009853",13
"11013","FBgn0037856","F48F7.7","WBGene00009852",13
"11014","FBgn0037465","T12D8.4","WBGene00011732",13
"11015","FBgn0037465","C04C11.2","WBGene00007296",13
"11016","FBgn0037465","ZK643.1","WBGene00014033",13
"11017","FBgn0037465","R06B9.4","WBGene00011055",13
"11018","FBgn0037465","ZK938.4","WBGene00014161",13
"11019","FBgn0037465","F35F10.12","WBGene00018061",13
"11020","FBgn0037465","C04E12.12","WBGene00015441",13
"11021","FBgn0037465","R06B9.3","WBGene00011054",13
"11022","FBgn0037465","C04E12.11","WBGene00015440",13
"11023","FBgn0037465","F35F10.11","WBGene00018060",13
"11024","FBgn0037465","T20D4.6","WBGene00020612",13
"11025","FBgn0037465","R06B9.1","WBGene00011052",13
"11026","FBgn0037465","R06B9.2","WBGene00011053",13
"11027","FBgn0037465","Y49E10.24","WBGene00013043",13
"11028","FBgn0037465","M176.1","WBGene00006429",13
"11029","FBgn0037465","Y17G7B.11","WBGene00012464",13
"11030","FBgn0037465","Y17G7B.14","WBGene00012467",13
"11031","FBgn0037465","F48F7.8","WBGene00009853",13
"11032","FBgn0037465","F48F7.7","WBGene00009852",13
"11033","FBgn0037518","T12D8.4","WBGene00011732",13
"11034","FBgn0037518","C04C11.2","WBGene00007296",13
"11035","FBgn0037518","ZK643.1","WBGene00014033",13
"11036","FBgn0037518","R06B9.4","WBGene00011055",13
"11037","FBgn0037518","ZK938.4","WBGene00014161",13
"11038","FBgn0037518","F35F10.12","WBGene00018061",13
"11039","FBgn0037518","C04E12.12","WBGene00015441",13
"11040","FBgn0037518","R06B9.3","WBGene00011054",13
"11041","FBgn0037518","C04E12.11","WBGene00015440",13
"11042","FBgn0037518","F35F10.11","WBGene00018060",13
"11043","FBgn0037518","T20D4.6","WBGene00020612",13
"11044","FBgn0037518","R06B9.1","WBGene00011052",13
"11045","FBgn0037518","R06B9.2","WBGene00011053",13
"11046","FBgn0037518","Y49E10.24","WBGene00013043",13
"11047","FBgn0037518","M176.1","WBGene00006429",13
"11048","FBgn0037518","Y17G7B.11","WBGene00012464",13
"11049","FBgn0037518","Y17G7B.14","WBGene00012467",13
"11050","FBgn0037518","F48F7.8","WBGene00009853",13
"11051","FBgn0037518","F48F7.7","WBGene00009852",13
"11052","FBgn0037519","T12D8.4","WBGene00011732",13
"11053","FBgn0037519","C04C11.2","WBGene00007296",13
"11054","FBgn0037519","ZK643.1","WBGene00014033",13
"11055","FBgn0037519","R06B9.4","WBGene00011055",13
"11056","FBgn0037519","ZK938.4","WBGene00014161",13
"11057","FBgn0037519","F35F10.12","WBGene00018061",13
"11058","FBgn0037519","C04E12.12","WBGene00015441",13
"11059","FBgn0037519","R06B9.3","WBGene00011054",13
"11060","FBgn0037519","C04E12.11","WBGene00015440",13
"11061","FBgn0037519","F35F10.11","WBGene00018060",13
"11062","FBgn0037519","T20D4.6","WBGene00020612",13
"11063","FBgn0037519","R06B9.1","WBGene00011052",13
"11064","FBgn0037519","R06B9.2","WBGene00011053",13
"11065","FBgn0037519","Y49E10.24","WBGene00013043",13
"11066","FBgn0037519","M176.1","WBGene00006429",13
"11067","FBgn0037519","Y17G7B.11","WBGene00012464",13
"11068","FBgn0037519","Y17G7B.14","WBGene00012467",13
"11069","FBgn0037519","F48F7.8","WBGene00009853",13
