S1,S2,Value
FBgn0034173,T09F3.3,1
FBgn0034173,K10B3.7,1
FBgn0034173,K10B3.8,1
FBgn0036745,Y76B12C.3,1
FBgn0038303,Y71G12A.2,1
FBgn0037848,F39C12.3,1
FBgn0040334,F39C12.3,1
FBgn0035936,C17G1.8,1
FBgn0031760,T14G10.6,1
FBgn0023177,Y75B8A.30,1
FBgn0023177,Y49E10.3,1
FBgn0004177,F38H4.9,1
FBgn0031319,T08B2.5,1
FBgn0031318,T08B2.5,1
FBgn0035372,Y41C4A.8,1
FBgn0030552,Y34D9A.1,1
FBgn0050060,Y69E1A.5,1
FBgn0086706,Y39E4B.1,1
FBgn0037263,F56A3.2,1
FBgn0027568,Y102A5A.1,1
FBgn0023527,Y23H5B.5,1
FBgn0025678,Y49E10.4,1
FBgn0025678,B0403.4,1
FBgn0039269,Y54G11A.10,1
FBgn0030752,R08C7.2,1
FBgn0030752,W03G11.2,1
FBgn0030752,F20C5.4,1
FBgn0027784,F32B6.3,1
FBgn0000426,ZK652.1,1
FBgn0261698,F08B12.3,1
FBgn0034422,T07A9.8,1
FBgn0032395,F52C9.1,1
FBgn0033607,F35G12.4,1
FBgn0036725,C18D1.1,1
FBgn0037489,C37H5.5,1
FBgn0034688,F31D4.2,1
FBgn0034687,F31D4.2,1
FBgn0028892,F31D4.2,1
FBgn0034689,F31D4.2,1
FBgn0034419,Y97E10AL.2,1
FBgn0031100,Y75B8A.5,1
FBgn0036196,DY3.6,1
FBgn0035491,ZK863.6,1
FBgn0032293,ZK863.6,1
FBgn0040232,F18H3.4,1
FBgn0032243,T01G1.1,1
FBgn0004378,F23B12.8,1
FBgn0052311,W06H8.8,1
FBgn0035876,ZK809.7,1
FBgn0038590,F10B5.2,1
FBgn0032119,F02D8.3,1
FBgn0016919,Y41G9A.1,1
FBgn0015794,Y92C3B.3,1
FBgn0016700,C39F7.4,1
FBgn0031090,Y47D3A.25,1
FBgn0028514,C07G1.1,1
FBgn0028864,C07G1.1,1
FBgn0051780,C07G1.1,1
FBgn0031389,C07G1.1,1
FBgn0051827,C07G1.1,1
FBgn0032638,C07G1.1,1
FBgn0032639,C07G1.1,1
FBgn0031470,C07G1.1,1
FBgn0031471,C07G1.1,1
FBgn0035496,C07G1.1,1
FBgn0032507,C07G1.1,1
FBgn0033321,C07G1.1,1
FBgn0033320,C07G1.1,1
FBgn0032213,C07G1.1,1
FBgn0058160,C07G1.1,1
FBgn0037627,C07G1.1,1
FBgn0036612,C07G1.1,1
FBgn0261914,R09B5.11,1
FBgn0261914,H17B01.1,1
FBgn0261914,F53H8.3,1
FBgn0034247,K09C4.2,1
FBgn0039249,C11E4.6,1
FBgn0039075,C11E4.6,1
FBgn0035942,ZC513.4,1
FBgn0037956,C02C6.3,1
FBgn0260648,F59C6.4,1
FBgn0036916,Y6D11A.1,1
FBgn0032487,B0564.1,1
FBgn0036162,H14A12.2,1
FBgn0051874,H14A12.2,1
FBgn0029890,H14A12.2,1
FBgn0028336,H14A12.2,1
FBgn0032729,Y45G12B.3,1
FBgn0032445,ZK353.9,1
FBgn0036805,F23C8.6,1
FBgn0015338,ZK418.5,1
FBgn0035254,T23G11.4,1
FBgn0038564,F18H3.1,1
FBgn0032259,B0564.2,1
FBgn0035688,C47G2.5,1
FBgn0037276,C33D9.6,1
FBgn0035590,F52C12.6,1
FBgn0031114,W03H9.4,1
FBgn0016070,ZC190.4,1
FBgn0034897,Y74C9A.5,1
FBgn0087008,F33E11.6,1
FBgn0037881,T05G5.9,1
FBgn0010350,C33H5.18,1
FBgn0053505,T02H6.1,1
FBgn0037536,M01F1.4,1
FBgn0022764,F02E9.4,1
FBgn0031735,F13H8.11,1
FBgn0031735,T19D7.7,1
FBgn0031735,Y40B10A.9,1
FBgn0031735,F36A2.9,1
FBgn0036939,F13H8.11,1
FBgn0036939,T19D7.7,1
FBgn0036939,Y40B10A.9,1
FBgn0036939,F36A2.9,1
FBgn0038923,M01F1.6,1
FBgn0001216,F11F1.1,1
FBgn0001216,F26D10.3,1
FBgn0001219,F11F1.1,1
FBgn0001219,F26D10.3,1
FBgn0035878,F44E5.4,1
FBgn0035878,F44E5.5,1
FBgn0035878,C12C8.1,1
FBgn0024432,T05C12.5,1
FBgn0024432,F13G3.4,1
FBgn0064126,B0024.10,1
FBgn0039094,R102.4,1
FBgn0033339,T01G1.3,1
FBgn0038221,C02H7.1,1
FBgn0031273,F56A11.6,1
FBgn0051118,4R79.2,1
FBgn0051118,C33D12.6,1
FBgn0020910,F13B10.2,1
FBgn0036255,B0336.8,1
FBgn0036834,C18A3.4,1
FBgn0036834,C01B12.4,1
FBgn0036834,W01D2.5,1
FBgn0039056,Y17G7B.15,1
FBgn0029783,F46G10.3,1
FBgn0029783,F46G10.7,1
FBgn0033555,F53A3.3,1
FBgn0010198,F53A3.3,1
FBgn0004507,T22F3.3,1
FBgn0025830,Y48G10A.4,1
FBgn0000319,T20G5.1,1
FBgn0027084,T02G5.9,1
FBgn0010097,F58A4.8,1
FBgn0035538,F59D12.1,1
FBgn0038662,R07E5.13,1
FBgn0010315,Y38F1A.5,1
FBgn0010382,C37A2.4,1
FBgn0039868,ZK265.6,1
FBgn0037644,M01E11.2,1
FBgn0033021,F42G9.1,1
FBgn0022768,Y54F10BM.1,1
FBgn0035425,T23F11.1,1
FBgn0035143,T23F11.1,1
FBgn0086361,F25D1.1,1
FBgn0039421,F25D1.1,1
FBgn0039525,R07B7.10,1
FBgn0032219,C54G10.4,1
FBgn0030218,T10F2.2,1
FBgn0019830,F49E8.5,1
FBgn0031881,F49E8.5,1
FBgn0038979,C32F10.5,1
FBgn0038979,T20B12.8,1
FBgn0038979,Y48B6A.14,1
FBgn0038978,C32F10.5,1
FBgn0038978,T20B12.8,1
FBgn0038978,Y48B6A.14,1
FBgn0010228,C32F10.5,1
FBgn0010228,T20B12.8,1
FBgn0010228,Y48B6A.14,1
FBgn0004362,C32F10.5,1
FBgn0004362,T20B12.8,1
FBgn0004362,Y48B6A.14,1
FBgn0010278,C32F10.5,1
FBgn0010278,T20B12.8,1
FBgn0010278,Y48B6A.14,1
FBgn0050295,Y17G7B.13,1
FBgn0020279,R119.4,1
FBgn0061515,K10C3.2,1
FBgn0040493,ZK353.6,1
FBgn0038053,C27C12.4,1
FBgn0038053,M153.2,1
FBgn0038053,F36G9.3,1
FBgn0038053,C08D8.1,1
FBgn0038053,F31D5.2,1
FBgn0038053,Y52E8A.4,1
FBgn0038053,F31D5.1,1
FBgn0038053,Y39B6A.27,1
FBgn0038053,B0554.7,1
FBgn0038053,Y39D8A.1,1
FBgn0038053,B0554.5,1
FBgn0038053,Y39B6A.29,1
FBgn0038053,ZK6.8,1
FBgn0038053,ZK6.6,1
FBgn0038053,Y37A1A.2,1
FBgn0038053,Y11D7A.3,1
FBgn0034243,T19A6.2,1
FBgn0037686,C42C1.14,1
FBgn0039406,C42C1.14,1
FBgn0000015,Y75B8A.2,1
FBgn0000015,Y75B8A.1,1
FBgn0038451,Y71H10A.2,1
FBgn0038450,Y71H10A.2,1
FBgn0038449,Y71H10A.2,1
FBgn0032055,Y71H10A.2,1
FBgn0038033,Y71H10A.2,1
FBgn0038032,Y71H10A.2,1
FBgn0039620,Y71H10A.2,1
FBgn0085371,Y71H10A.2,1
FBgn0034145,Y71H10A.2,1
FBgn0039131,Y71H10A.2,1
FBgn0033464,Y71H10A.2,1
FBgn0043792,Y71H10A.2,1
FBgn0029821,Y71H10A.2,1
FBgn0023550,Y71H10A.2,1
FBgn0038751,Y71H10A.2,1
FBgn0034142,Y71H10A.2,1
FBgn0034143,Y71H10A.2,1
FBgn0039357,D1046.3,1
FBgn0033885,B0432.2,1
FBgn0033885,C49G7.11,1
FBgn0039802,B0432.2,1
FBgn0039802,C49G7.11,1
FBgn0001123,R06A10.2,1
FBgn0058005,F18G5.3,1
FBgn0000384,F18G5.3,1
FBgn0031443,T20F5.2,1
FBgn0031442,T20F5.2,1
FBgn0032596,T20F5.2,1
FBgn0032961,C01G10.8,1
FBgn0051547,Y37A1C.1,1
FBgn0036279,Y37A1C.1,1
FBgn0259234,T05C1.4,1
FBgn0050043,B0495.7,1
FBgn0050043,C44B7.11,1
FBgn0053013,B0495.7,1
FBgn0053013,C44B7.11,1
FBgn0050049,B0495.7,1
FBgn0050049,C44B7.11,1
FBgn0050047,B0495.7,1
FBgn0050047,C44B7.11,1
FBgn0034440,B0495.7,1
FBgn0034440,C44B7.11,1
FBgn0034441,B0495.7,1
FBgn0034441,C44B7.11,1
FBgn0033720,B0495.7,1
FBgn0033720,C44B7.11,1
FBgn0053012,B0495.7,1
FBgn0053012,C44B7.11,1
FBgn0034436,B0495.7,1
FBgn0034436,C44B7.11,1
FBgn0034437,B0495.7,1
FBgn0034437,C44B7.11,1
FBgn0034438,B0495.7,1
FBgn0034438,C44B7.11,1
FBgn0034439,B0495.7,1
FBgn0034439,C44B7.11,1
FBgn0028470,F43G6.9,1
FBgn0053653,ZK897.1,1
FBgn0022063,R144.2,1
FBgn0039969,F13B9.8,1
FBgn0039969,F41G3.4,1
FBgn0035370,T24G10.2,1
FBgn0028421,F08F8.3,1
FBgn0025639,C32D5.5,1
FBgn0023519,T04A8.11,1
FBgn0038466,Y57G11C.24,1
FBgn0029095,Y57G11C.24,1
FBgn0262573,F55C12.5,1
FBgn0034704,Y50D7A.1,1
FBgn0036897,C02B8.6,1
FBgn0036897,Y105E8A.14,1
FBgn0036897,C55A6.1,1
FBgn0036897,C26B9.6,1
FBgn0086446,Y54E10A.5,1
FBgn0035165,Y54G2A.18,1
FBgn0036194,C14B1.5,1
FBgn0261111,F22D3.2,1
FBgn0028687,C52E4.4,1
FBgn0051638,F53F10.1,1
FBgn0020626,Y47D3A.17,1
FBgn0034951,F14H8.1,1
FBgn0019886,F58G11.1,1
FBgn0035951,B0464.9,1
FBgn0010217,C34E10.6,1
FBgn0036568,C34E10.6,1
FBgn0035610,Y59H11AL.1,1
FBgn0035610,AC7.1,1
FBgn0038274,Y37E3.15,1
FBgn0027537,Y37E3.15,1
FBgn0033086,R144.13,1
FBgn0000567,F19F10.1,1
FBgn0000567,F19F10.5,1
FBgn0033191,ZK637.5,1
FBgn0033191,F47G3.2,1
FBgn0039117,F01G4.3,1
FBgn0030887,F11C3.2,1
FBgn0030887,F07A5.4,1
FBgn0030887,C48E7.5,1
FBgn0037094,Y39H10A.6,1
FBgn0011217,F52C6.12,1
FBgn0011217,M7.1,1
FBgn0017456,R01H2.6,1
FBgn0259923,W09C5.2,1
FBgn0032634,W01G7.3,1
FBgn0035519,F37A4.1,1
FBgn0036188,ZK856.10,1
FBgn0020496,F49E10.5,1
FBgn0032350,C31C9.2,1
FBgn0261383,F08B4.1,1
FBgn0086448,F01G4.5,1
FBgn0001989,ZK809.3,1
FBgn0004638,C14F5.5,1
FBgn0010583,ZK470.5,1
FBgn0034051,Y17G7B.17,1
FBgn0040751,Y18D10A.16,1
FBgn0011291,K10D3.3,1
FBgn0011291,F48D6.1,1
FBgn0011291,F43D9.5,1
FBgn0015582,Y62E10A.6,1
FBgn0261436,F38E11.3,1
FBgn0023531,Y71H2AM.15,1
FBgn0039110,R12C12.2,1
FBgn0036440,F56A3.4,1
FBgn0024956,F53G2.7,1
FBgn0039920,F53G12.5,1
FBgn0037700,Y53G8AR.6,1
FBgn0039302,F59A2.1,1
FBgn0044511,F29B9.10,1
FBgn0250904,ZC477.1,1
FBgn0250904,T28H11.1,1
FBgn0250904,K07F5.11,1
FBgn0250904,T28H11.5,1
FBgn0259178,C01B10.3,1
FBgn0259178,C09B8.1,1
FBgn0010408,F40F8.10,1
FBgn0030052,H14E04.2,1
FBgn0033322,F45E12.1,1
FBgn0035426,F45E12.1,1
FBgn0029067,F45E12.1,1
FBgn0037884,F54C8.7,1
FBgn0035421,T27F6.6,1
FBgn0082582,C06A5.7,1
FBgn0082582,C08D8.2,1
FBgn0005533,T08B2.10,1
FBgn0014026,Y73B3A.18,1
FBgn0014026,Y24D9A.4,1
FBgn0052066,R07G3.8,1
FBgn0067629,F26A3.7,1
FBgn0030343,Y76A2A.2,1
FBgn0050389,D2092.5,1
FBgn0031765,ZC250.2,1
FBgn0029091,T25G3.2,1
FBgn0029091,F48A11.1,1
FBgn0001311,T25G3.2,1
FBgn0001311,F48A11.1,1
FBgn0036571,T05E7.3,1
FBgn0039172,K12H4.4,1
FBgn0037156,T24H7.3,1
FBgn0037156,Y43F8B.2,1
FBgn0037156,C06A12.3,1
FBgn0034327,T24H7.3,1
FBgn0034327,Y43F8B.2,1
FBgn0034327,C06A12.3,1
FBgn0033571,H27M09.2,1
FBgn0015279,B0334.8,1
FBgn0015278,F39B1.1,1
FBgn0015277,B0025.1,1
FBgn0038641,C48D1.3,1
FBgn0053124,ZK822.5,1
FBgn0051668,ZK822.5,1
FBgn0031998,ZK822.5,1
FBgn0051262,ZK822.5,1
FBgn0037895,ZK822.5,1
FBgn0029950,ZK822.5,1
FBgn0250757,ZK822.5,1
FBgn0039873,ZK822.5,1
FBgn0039872,ZK822.5,1
FBgn0017448,ZK822.5,1
FBgn0035293,ZK822.5,1
FBgn0038652,ZK822.5,1
FBgn0038145,F39B2.10,1
FBgn0031256,T15H9.7,1
FBgn0032474,T05C3.5,1
FBgn0021875,R07E5.10,1
FBgn0037943,Y44F5A.1,1
FBgn0039828,C18A3.3,1
FBgn0001941,Y54E5A.1,1
FBgn0001941,F33D4.4,1
FBgn0037606,C24G6.6,1
FBgn0037606,F25C8.2,1
FBgn0037606,F55C5.6,1
FBgn0260397,Y40B1B.6,1
FBgn0260397,T08D10.2,1
FBgn0025366,W09C5.1,1
FBgn0016917,F58E6.1,1
FBgn0016917,Y51H4A.17,1
FBgn0011754,Y50D7A.3,1
FBgn0261881,F26F4.12,1
FBgn0041585,C09F5.2,1
FBgn0028509,Y39A1A.15,1
FBgn0039270,T07A9.1,1
FBgn0039270,T21D12.3,1
FBgn0026373,C36B1.3,1
FBgn0023441,ZK1067.6,1
FBgn0035235,Y106G6D.7,1
FBgn0259794,Y37E11AR.2,1
FBgn0024997,Y37E11AR.2,1
FBgn0003410,Y37E11AR.2,1
FBgn0034988,Y10G11A.1,1
FBgn0034988,F25B5.3,1
FBgn0023423,K10B2.1,1
FBgn0041171,F55B12.3,1
FBgn0037443,C15H9.4,1
FBgn0035170,Y39E4B.8,1
FBgn0030723,Y39E4B.8,1
FBgn0034286,Y39E4B.8,1
FBgn0032233,Y39E4B.8,1
FBgn0029974,Y39E4B.8,1
FBgn0085414,Y39E4B.8,1
FBgn0037295,Y39E4B.8,1
FBgn0037993,Y39E4B.8,1
FBgn0051361,Y39E4B.8,1
FBgn0053202,Y39E4B.8,1
FBgn0038282,Y39E4B.8,1
FBgn0052600,Y39E4B.8,1
FBgn0260995,Y39E4B.8,1
FBgn0040823,Y39E4B.8,1
FBgn0052057,Y39E4B.8,1
FBgn0037908,Y39E4B.8,1
FBgn0053512,Y39E4B.8,1
FBgn0053481,Y39E4B.8,1
FBgn0053516,Y39E4B.8,1
FBgn0261871,Y39E4B.8,1
FBgn0040726,Y39E4B.8,1
FBgn0260486,F22G12.5,1
FBgn0031216,F46H5.4,1
FBgn0036770,K12G11.1,1
FBgn0036770,K12G11.2,1
FBgn0036770,F41D9.5,1
FBgn0036770,W01B11.2,1
FBgn0030720,H06I04.3,1
FBgn0034708,F59G1.3,1
FBgn0033699,F40F11.1,1
FBgn0037232,C08F8.2,1
FBgn0029812,C47B2.4,1
FBgn0037296,C47B2.4,1
FBgn0023174,C47B2.4,1
FBgn0034715,F47E1.2,1
FBgn0034715,F47E1.4,1
FBgn0034715,Y32F6B.1,1
FBgn0050277,F47E1.2,1
FBgn0050277,F47E1.4,1
FBgn0050277,Y32F6B.1,1
FBgn0034716,F47E1.2,1
FBgn0034716,F47E1.4,1
FBgn0034716,Y32F6B.1,1
FBgn0032433,F47E1.2,1
FBgn0032433,F47E1.4,1
FBgn0032433,Y32F6B.1,1
FBgn0032435,F47E1.2,1
FBgn0032435,F47E1.4,1
FBgn0032435,Y32F6B.1,1
FBgn0036732,F47E1.2,1
FBgn0036732,F47E1.4,1
FBgn0036732,Y32F6B.1,1
FBgn0032692,F46F6.4,1
FBgn0036485,F59E12.13,1
FBgn0036485,K08F8.3,1
FBgn0036485,T05A7.5,1
FBgn0036485,K12H6.3,1
FBgn0036485,T05A7.10,1
FBgn0044872,F59E12.13,1
FBgn0044872,K08F8.3,1
FBgn0044872,T05A7.5,1
FBgn0044872,K12H6.3,1
FBgn0044872,T05A7.10,1
FBgn0035217,F59E12.13,1
FBgn0035217,K08F8.3,1
FBgn0035217,T05A7.5,1
FBgn0035217,K12H6.3,1
FBgn0035217,T05A7.10,1
FBgn0261561,T03G11.3,1
FBgn0029807,Y59C2A.1,1
FBgn0029807,F02D8.4,1
FBgn0259149,Y59C2A.1,1
FBgn0259149,F02D8.4,1
FBgn0029804,Y59C2A.1,1
FBgn0029804,F02D8.4,1
FBgn0023477,Y24D9A.8,1
FBgn0039627,E02H1.1,1
FBgn0034310,T01G9.4,1
FBgn0001257,F42F12.2,1
FBgn0001257,C14F5.2,1
FBgn0001257,C09C7.1,1
FBgn0001257,Y48A6A.1,1
FBgn0004367,T06E4.3,1
FBgn0030506,C07H6.1,1
FBgn0085384,H06A10.1,1
FBgn0085384,W01C8.5,1
FBgn0001321,H06A10.1,1
FBgn0001321,W01C8.5,1
FBgn0026598,K04G2.8,1
FBgn0015589,K04G2.8,1
FBgn0025815,ZK632.1,1
FBgn0031851,Y73E7A.2,1
FBgn0030346,F59E12.11,1
FBgn0033457,Y74C9A.3,1
FBgn0032015,ZK686.3,1
FBgn0051679,C41D11.8,1
FBgn0051682,C41D11.8,1
FBgn0037857,C41D11.8,1
FBgn0052463,C41D11.8,1
FBgn0033690,C41D11.8,1
FBgn0031359,T09F3.2,1
FBgn0085390,F54G8.2,1
FBgn0037611,D2089.3,1
FBgn0004907,F52D10.3,1
FBgn0004907,M117.2,1
FBgn0004907,M117.3,1
FBgn0034405,C45B11.6,1
FBgn0034405,W01A11.1,1
FBgn0010053,C45B11.6,1
FBgn0010053,W01A11.1,1
FBgn0034406,C45B11.6,1
FBgn0034406,W01A11.1,1
FBgn0032811,F32D8.13,1
FBgn0031115,Y53F4B.15,1
FBgn0086443,F22D6.3,1
FBgn0036169,W03G11.3,1
FBgn0037327,F46C3.1,1
FBgn0037327,Y38E10A.8,1
FBgn0034109,F59E10.2,1
FBgn0033527,B0252.4,1
FBgn0035141,C34D4.12,1
FBgn0032907,R10E4.5,1
FBgn0010240,ZC482.1,1
FBgn0001624,C25F6.2,1
FBgn0034743,T01C3.6,1
FBgn0259986,R166.1,1
FBgn0010406,K10C9.3,1
FBgn0038535,F20C5.5,1
FBgn0005278,C49F5.1,1
FBgn0005278,T13A10.11,1
FBgn0005278,C06E7.3,1
FBgn0005278,C06E7.1,1
FBgn0031099,F59B2.3,1
FBgn0261933,T28D9.10,1
FBgn0023540,T04A8.4,1
FBgn0023540,F36F2.1,1
FBgn0035384,T04A8.4,1
FBgn0035384,F36F2.1,1
FBgn0261262,Y105E8A.7,1
FBgn0085431,C15A11.3,1
FBgn0000221,T12G3.8,1
FBgn0034797,F42G9.9,1
FBgn0030286,F49E7.1,1
FBgn0035771,Y63D3A.6,1
FBgn0036964,ZK1010.3,1
FBgn0052820,R02E12.4,1
FBgn0052819,R02E12.4,1
FBgn0040028,R02E12.4,1
FBgn0034816,R02E12.4,1
FBgn0028902,R02E12.4,1
FBgn0035638,R02E12.4,1
FBgn0041004,C03B8.3,1
FBgn0041004,C33H5.19,1
FBgn0025186,T12E12.1,1
FBgn0022943,F26A3.2,1
FBgn0034923,F46B6.3,1
FBgn0085426,Y52B11A.4,1
FBgn0028541,ZK858.6,1
FBgn0032880,F08F1.7,1
FBgn0035622,Y41D4A.4,1
FBgn0053260,K08D10.12,1
FBgn0034618,R06A4.8,1
FBgn0024887,Y52B11A.9,1
FBgn0031860,Y69A2AR.5,1
FBgn0031860,F20H11.5,1
FBgn0031860,C47A10.5,1
FBgn0031860,F18E3.7,1
FBgn0033543,Y69A2AR.5,1
FBgn0033543,F20H11.5,1
FBgn0033543,C47A10.5,1
FBgn0033543,F18E3.7,1
FBgn0005386,T12F5.4,1
FBgn0031717,T03F6.3,1
FBgn0031865,F41E7.2,1
FBgn0031865,F41E7.1,1
FBgn0031865,F57G8.5,1
FBgn0051052,F41E7.2,1
FBgn0051052,F41E7.1,1
FBgn0051052,F57G8.5,1
FBgn0086450,C25F6.3,1
FBgn0036663,W07E11.1,1
FBgn0040236,C34G6.1,1
FBgn0039282,F25H9.5,1
FBgn0039282,ZK265.1,1
FBgn0042696,ZK1290.4,1
FBgn0035689,T05A12.4,1
FBgn0038806,C25G4.2,1
FBgn0036614,Y49E10.23,1
FBgn0032429,K08E7.2,1
FBgn0032721,ZC416.6,1
FBgn0032721,C42C1.11,1
FBgn0033274,Y57A10A.29,1
FBgn0033523,Y57A10A.29,1
FBgn0004606,F28F9.1,1
FBgn0033897,F54D11.2,1
FBgn0030504,Y46E12BL.2,1
FBgn0031094,ZK688.9,1
FBgn0052727,T19B4.4,1
FBgn0036173,T19B4.4,1
FBgn0020655,K02B12.7,1
FBgn0036580,D2005.3,1
FBgn0010770,K09H9.6,1
FBgn0052654,ZK512.5,1
FBgn0052654,F13B9.1,1
FBgn0011659,T28A8.7,1
FBgn0026778,Y41C4A.14,1
FBgn0037696,D1053.1,1
FBgn0037696,Y71F9AL.5,1
FBgn0037696,Y53G8B.1,1
FBgn0037697,D1053.1,1
FBgn0037697,Y71F9AL.5,1
FBgn0037697,Y53G8B.1,1
FBgn0051536,H05G16.1,1
FBgn0033225,D2013.9,1
FBgn0053502,R10H10.1,1
FBgn0052500,R10H10.1,1
FBgn0052857,R10H10.1,1
FBgn0050499,F08F8.7,1
FBgn0036239,Y56A3A.20,1
FBgn0054056,C38H2.2,1
FBgn0054057,C38H2.2,1
FBgn0031468,C38H2.2,1
FBgn0031466,C38H2.2,1
FBgn0031472,C38H2.2,1
FBgn0030984,C38H2.2,1
FBgn0031469,C38H2.2,1
FBgn0032078,C38H2.2,1
FBgn0033271,C38H2.2,1
FBgn0051528,F15C11.2,1
FBgn0031057,F15C11.2,1
FBgn0032818,C26E6.12,1
FBgn0032031,M01E5.2,1
FBgn0261972,F55G7.2,1
FBgn0261972,F54F7.7,1
FBgn0261972,W06D11.4,1
FBgn0261972,ZC53.6,1
FBgn0261972,Y39G10AR.18,1
FBgn0011207,R74.6,1
FBgn0033752,F23H11.1,1
FBgn0033752,F54B11.6,1
FBgn0033458,F13H6.1,1
FBgn0259111,F52B5.1,1
FBgn0031157,Y48A5A.2,1
FBgn0033716,Y48A5A.2,1
FBgn0020385,K07E3.3,1
FBgn0020385,K07E3.4,1
FBgn0036262,C54E4.5,1
FBgn0003714,T03D8.2,1
FBgn0260468,ZK616.2,1
FBgn0260468,ZK616.3,1
FBgn0260468,F11C1.1,1
FBgn0260468,F42H10.2,1
FBgn0030431,R53.1,1
FBgn0032522,R53.1,1
FBgn0011768,H24K24.3,1
FBgn0011768,Y50D4C.2,1
FBgn0038619,ZK1307.8,1
FBgn0032643,ZK1307.8,1
FBgn0030120,F52B11.1,1
FBgn0030121,F52B11.1,1
FBgn0031513,F52B11.1,1
FBgn0031356,C52B9.4,1
FBgn0000257,B0303.9,1
FBgn0035179,C53D5.1,1
FBgn0037299,CD4.4,1
FBgn0004655,R08C7.10,1
FBgn0039877,F32B6.2,1
FBgn0035890,Y113G7A.8,1
FBgn0038429,C01G6.6,1
FBgn0029913,C25A8.4,1
FBgn0029913,Y22D7AL.14,1
FBgn0035398,C04F6.3,1
FBgn0035692,C50D2.5,1
FBgn0030507,F21D5.6,1
FBgn0027055,Y38C1AA.2,1
FBgn0261976,F31C3.5,1
FBgn0014075,F48E3.3,1
FBgn0014075,F26H9.8,1
FBgn0039536,F25C8.3,1
FBgn0035420,F31C3.3,1
FBgn0051058,ZK973.9,1
FBgn0028699,B0240.1,1
FBgn0028699,F08F3.3,1
FBgn0004852,C10F3.3,1
FBgn0004556,ZK686.2,1
FBgn0034269,D1069.3,1
FBgn0030029,F57B9.1,1
FBgn0004901,T04A8.5,1
FBgn0041194,T04A8.5,1
FBgn0085212,R08D7.2,1
FBgn0026080,VC5.4,1
FBgn0014340,K03D10.3,1
FBgn0039585,K03D10.3,1
FBgn0034975,C34B7.4,1
FBgn0053554,C47D12.1,1
FBgn0034970,F13E6.4,1
FBgn0061362,Y77E11A.6,1
FBgn0260463,F09B9.2,1
FBgn0051352,F09B9.2,1
FBgn0024332,C25D7.6,1
FBgn0028932,C08H9.16,1
FBgn0259152,Y82E9BR.18,1
FBgn0023175,ZK945.2,1
FBgn0034346,C27A12.9,1
FBgn0044510,E02A10.1,1
FBgn0004587,W02B12.2,1
FBgn0004587,W02B12.3,1
FBgn0027095,Y54G2A.23,1
FBgn0262169,T04F3.2,1
FBgn0259982,F35H10.6,1
FBgn0004449,R13F6.4,1
FBgn0259240,R13F6.4,1
FBgn0033454,Y53C12B.1,1
FBgn0032157,M03C11.8,1
FBgn0033038,Y67H2A.7,1
FBgn0039959,Y48G9A.3,1
FBgn0031077,Y92H12A.5,1
FBgn0034915,C47B2.5,1
FBgn0039404,Y51H4A.15,1
FBgn0010877,B0303.7,1
FBgn0036505,H14N18.1,1
FBgn0033309,C05E11.1,1
FBgn0025373,R06C1.2,1
FBgn0001297,F29G9.4,1
FBgn0261535,F32E10.1,1
FBgn0031419,K11D2.5,1
FBgn0036685,T09B9.4,1
FBgn0052557,F21D5.3,1
FBgn0039387,F21D5.3,1
FBgn0032116,F21D5.3,1
FBgn0259247,F21D5.3,1
FBgn0030242,Y34D9A.4,1
FBgn0030241,Y34D9A.4,1
FBgn0028662,T01H3.1,1
FBgn0262514,T01H3.1,1
FBgn0067628,Y71F9B.2,1
FBgn0029853,Y71H2AR.3,1
FBgn0039849,C01G10.9,1
FBgn0030612,ZK669.4,1
FBgn0031912,F23B12.5,1
FBgn0026403,F54F3.1,1
FBgn0033902,K08F11.3,1
FBgn0034817,W06D4.4,1
FBgn0027091,Y23H5A.7,1
FBgn0038397,T05C3.2,1
FBgn0010226,R11G1.3,1
FBgn0003557,Y65B4BR.4,1
FBgn0259174,Y92H12A.2,1
FBgn0035891,F23B2.4,1
FBgn0035770,F02C12.1,1
FBgn0052243,F02C12.1,1
FBgn0036689,F02C12.1,1
FBgn0016075,F01G12.5,1
FBgn0016075,K04H4.1,1
FBgn0000299,F01G12.5,1
FBgn0000299,K04H4.1,1
FBgn0003353,C30D11.1,1
FBgn0024364,F58B3.4,1
FBgn0016691,F27C1.7,1
FBgn0036921,F46H6.1,1
FBgn0033713,K02E10.2,1
FBgn0261599,B0412.4,1
FBgn0003517,B0393.1,1
FBgn0038950,Y45G12B.2,1
FBgn0261986,K05B2.2,1
FBgn0036309,F08A8.6,1
FBgn0036309,Y18D10A.22,1
FBgn0036309,ZK370.3,1
FBgn0036740,F41E6.9,1
FBgn0032404,F53G12.10,1
FBgn0025684,K10H10.1,1
FBgn0038799,ZK54.1,1
FBgn0038799,ZK54.3,1
FBgn0038968,T05H4.10,1
FBgn0039689,C50B8.3,1
FBgn0037917,R06B10.5,1
FBgn0038401,C04A2.1,1
FBgn0020620,Y46G5A.1,1
FBgn0037569,F32H2.4,1
FBgn0261109,Y73F8A.24,1
FBgn0028274,C53H9.2,1
FBgn0086768,C10F3.5,1
FBgn0038235,T22H9.1,1
FBgn0013531,Y104H12D.1,1
FBgn0013949,Y41C4A.19,1
FBgn0013949,F14F7.1,1
FBgn0013949,F41F3.4,1
FBgn0013949,F52B11.4,1
FBgn0013949,Y18H1A.13,1
